,seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag
266,267,S100G74Z,E05025,46840.0,8010001039574.0,株式会社オービック,,10.0,042000,135.0,,,2019-06-28 09:17,確認書,,,,,,,0,0,0,0,1,0,0
267,268,S100GCE4,E03723,87420.0,5010001043372.0,株式会社小林洋行,,10.0,042000,135.0,,,2019-06-28 09:17,確認書,,,,,,,0,0,0,0,1,0,0
268,269,S100GAJY,E00780,40780.0,4120101002532.0,堺化学工業株式会社,,10.0,053000,180.0,,,2019-06-28 09:17,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
269,270,S100GCIT,E03581,83700.0,9170001000916.0,株式会社紀陽銀行,,15.0,010000,235.0,,,2019-06-28 09:17,内部統制報告書－第209期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
270,271,S100GCSJ,E01131,53550.0,9011001018113.0,日本坩堝株式会社,,10.0,042000,135.0,,,2019-06-28 09:17,確認書,,,,,,,0,0,0,0,1,0,0
271,272,S100GC1W,E01364,59180.0,1180001089667.0,瀧上工業株式会社,,10.0,042000,135.0,,,2019-06-28 09:17,確認書,,,,,,,0,0,0,0,1,0,0
272,273,S100GCTD,E00931,45160.0,2130001012236.0,日本新薬株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-28 09:17,有価証券報告書－第156期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
273,274,S100GBN7,E05361,23780.0,3010601020797.0,株式会社ルネサンス,,10.0,053000,180.0,,,2019-06-28 09:17,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
274,275,S100FC7E,E12444,,8010001114914.0,三井住友トラスト・アセットマネジメント株式会社,G05141,30.0,10A000,160.0,2018-10-02,2019-09-30,2019-06-28 09:17,半期報告書（内国投資信託受益証券）－第13期(平成30年10月2日－令和1年9月30日),,,,,,,0,0,0,1,1,0,0
275,276,S100GBAR,E04800,97610.0,7120001067607.0,東海リース株式会社,,15.0,010000,235.0,,,2019-06-28 09:17,内部統制報告書－第51期(平成30年4月1日－令和31年3月31日),,,,,,,0,0,0,1,1,0,0
276,277,S100GC2O,E01364,59180.0,1180001089667.0,瀧上工業株式会社,,15.0,010000,235.0,,,2019-06-28 09:18,内部統制報告書－第82期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
277,278,S100GCT3,E01874,66750.0,2010401060020.0,サクサホールディングス株式会社,,10.0,053000,180.0,,,2019-06-28 09:18,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
278,279,S100GCTV,E01428,79390.0,9240001003119.0,株式会社研創,,10.0,053000,180.0,,,2019-06-28 09:18,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
279,280,S100GBAU,E04800,97610.0,7120001067607.0,東海リース株式会社,,10.0,042000,135.0,,,2019-06-28 09:18,確認書,,,,,,,0,0,0,0,1,0,0
280,281,S100G75D,E05025,46840.0,8010001039574.0,株式会社オービック,,15.0,010000,235.0,,,2019-06-28 09:18,内部統制報告書－第52期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
281,282,S100GBXU,E03432,33170.0,5060001014864.0,株式会社フライングガーデン,,10.0,053000,180.0,,,2019-06-28 09:18,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
282,283,S100G9IO,E00931,45160.0,2130001012236.0,日本新薬株式会社,,10.0,042000,135.0,,,2019-06-28 09:18,確認書,,,,,,,0,0,0,0,1,0,0
283,284,S100GA6Y,E01143,52680.0,5010001034751.0,旭コンクリート工業株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-28 09:18,有価証券報告書－第139期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
284,285,S100GCEE,E03723,87420.0,5010001043372.0,株式会社小林洋行,,15.0,010000,235.0,,,2019-06-28 09:18,内部統制報告書－第72期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
285,286,S100G3SJ,E00558,33060.0,6230001008369.0,日本製麻株式会社,,15.0,010000,235.0,,,2019-06-28 09:19,内部統制報告書－第91期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
286,287,S100GAV6,E03581,83700.0,9170001000916.0,株式会社紀陽銀行,,10.0,042000,135.0,,,2019-06-28 09:19,確認書,,,,,,,0,0,0,0,1,0,0
287,288,S100G8EG,E01960,69570.0,8030001003917.0,株式会社芝浦電子,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-28 09:19,有価証券報告書－第61期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
288,289,S100GC3L,E01259,54440.0,8140001059873.0,大和工業株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-28 09:19,有価証券報告書－第100期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
289,290,S100GC6D,E01598,64620.0,3010001032014.0,株式会社リケン,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-28 09:19,有価証券報告書－第95期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
290,291,S100GCSH,E02854,75190.0,3180001075780.0,五洋インテックス株式会社,,10.0,053000,180.0,,,2019-06-28 09:19,臨時報告書,,,,"第19条第2項第12号,第19条第2項第19号",,,0,0,0,1,1,0,0
291,292,S100GC3Y,E00456,80060.0,6040001019014.0,ユアサ・フナショク株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-28 09:19,有価証券報告書－第48期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
292,293,S100FANF,E12444,,8010001114914.0,三井住友トラスト・アセットマネジメント株式会社,G03012,30.0,10A000,160.0,2018-10-02,2019-09-30,2019-06-28 09:19,半期報告書（内国投資信託受益証券）－第18期(平成30年10月2日－令和1年9月30日),,,,,,,0,0,0,1,1,0,0
293,294,S100G5QI,E27426,,2010901027584.0,株式会社ポートフォリア,G09185,30.0,06G000,120.0,2018-04-03,2019-04-01,2019-06-28 09:19,有価証券報告書（内国投資信託受益証券）－第6期(平成30年4月3日－平成31年4月1日)【みなし有価証券届出書】,,,,,,,0,0,0,1,1,1,0
294,295,S100GCRP,E05273,43490.0,2180001022313.0,株式会社テスク,,10.0,053000,180.0,,,2019-06-28 09:19,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
295,296,S100G6Z6,E05201,42880.0,7010001035673.0,株式会社アズジェント,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-28 09:19,有価証券報告書－第22期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
296,297,S100G6Z2,E00458,22880.0,3120901012046.0,丸大食品株式会社,,10.0,042000,135.0,,,2019-06-28 09:19,確認書,,,,,,,0,0,0,0,1,0,0
297,298,S100GC2Q,E00494,29160.0,6060001009351.0,仙波糖化工業株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-28 09:19,有価証券報告書－第72期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
298,299,S100G9JE,E00931,45160.0,2130001012236.0,日本新薬株式会社,,15.0,010000,235.0,,,2019-06-28 09:19,内部統制報告書－第156期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
299,300,S100GAQO,E02015,68690.0,9140001009530.0,シスメックス株式会社,,10.0,053000,180.0,,,2019-06-28 09:20,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
300,301,S100FYZE,E30703,,1010001106942.0,マニュライフ・アセット・マネジメント株式会社,G11715,30.0,995000,180.0,,,2019-06-28 09:20,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
301,302,S100G8F0,E01280,56590.0,2120001093269.0,日本精線株式会社,,10.0,042000,135.0,,,2019-06-28 09:20,確認書,,,,,,,0,0,0,0,1,0,0
302,303,S100G6ZA,E05201,42880.0,7010001035673.0,株式会社アズジェント,,10.0,042000,135.0,,,2019-06-28 09:20,確認書,,,,,,,0,0,0,0,1,0,0
303,304,S100G6GD,E27426,,2010901027584.0,株式会社ポートフォリア,G12261,30.0,06G000,120.0,2018-04-03,2019-04-01,2019-06-28 09:20,有価証券報告書（内国投資信託受益証券）－第3期(平成30年4月3日－平成31年4月1日)【みなし有価証券届出書】,,,,,,,0,0,0,1,1,1,0
304,305,S100G8UI,E00724,78680.0,7010401009665.0,株式会社廣済堂,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-28 09:20,有価証券報告書－第55期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
305,306,S100FCE4,E12444,,8010001114914.0,三井住友トラスト・アセットマネジメント株式会社,G03563,30.0,04A000,30.0,,,2019-06-28 09:20,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
306,307,S100G0RO,E30994,,8010001036852.0,いちよしアセットマネジメント株式会社,G12433,30.0,995000,180.0,,,2019-06-28 09:20,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
307,308,S100GC8C,E03768,86140.0,7010001051893.0,東洋証券株式会社,,10.0,053000,180.0,,,2019-06-28 09:20,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
308,309,S100GCTR,E04223,90340.0,6040001057294.0,南総通運株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-28 09:20,有価証券報告書－第110期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
309,310,S100GC4T,E00494,29160.0,6060001009351.0,仙波糖化工業株式会社,,10.0,042000,135.0,,,2019-06-28 09:20,確認書,,,,,,,0,0,0,0,1,0,0
310,311,S100G8Y6,E02383,79800.0,6011501017030.0,株式会社　重松製作所,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-28 09:21,有価証券報告書－第73期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
311,312,S100G91V,E05201,42880.0,7010001035673.0,株式会社アズジェント,,15.0,010000,235.0,,,2019-06-28 09:21,内部統制報告書－第22期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
312,313,S100G70V,E00458,22880.0,3120901012046.0,丸大食品株式会社,,15.0,010000,235.0,,,2019-06-28 09:21,内部統制報告書－第71期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
313,314,S100GCLX,E02093,66660.0,4090001011240.0,リバーエレテック株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-28 09:21,有価証券報告書－第74期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
314,315,S100GBRB,E01143,52680.0,5010001034751.0,旭コンクリート工業株式会社,,10.0,042000,135.0,,,2019-06-28 09:21,確認書,,,,,,,0,0,0,0,1,0,0
315,316,S100GC84,E01598,64620.0,3010001032014.0,株式会社リケン,,10.0,042000,135.0,,,2019-06-28 09:21,確認書,,,,,,,0,0,0,0,1,0,0
316,317,S100G8X7,E00724,78680.0,7010401009665.0,株式会社廣済堂,,15.0,010000,235.0,,,2019-06-28 09:21,内部統制報告書－第55期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
317,318,S100GA0Z,E01426,59450.0,3080401017392.0,天龍製鋸株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-28 09:21,有価証券報告書－第166期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
318,319,S100GCLN,E01259,54440.0,8140001059873.0,大和工業株式会社,,10.0,042000,135.0,,,2019-06-28 09:21,確認書,,,,,,,0,0,0,0,1,0,0
319,320,S100GA92,E01681,64140.0,3160001012736.0,川重冷熱工業株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-28 09:21,有価証券報告書－第48期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
320,321,S100GC47,E01704,63070.0,3120001055482.0,サンセイ株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-28 09:21,有価証券報告書－第64期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
321,322,S100GA8V,E01960,69570.0,8030001003917.0,株式会社芝浦電子,,10.0,042000,135.0,,,2019-06-28 09:21,確認書,,,,,,,0,0,0,0,1,0,0
322,323,S100G066,E30703,,1010001106942.0,マニュライフ・アセット・マネジメント株式会社,G11716,30.0,995000,180.0,,,2019-06-28 09:22,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
323,324,S100GCMT,E02093,66660.0,4090001011240.0,リバーエレテック株式会社,,10.0,042000,135.0,,,2019-06-28 09:22,確認書,,,,,,,0,0,0,0,1,0,0
324,325,S100GBFY,E14951,,,ＵＢＳオコーナー・エルエルシー,G06200,30.0,07C000,120.0,2018-01-01,2018-12-31,2019-06-28 09:22,有価証券報告書（外国投資信託受益証券）－第15期(平成30年1月1日－平成30年12月31日),,,,,,,0,0,0,0,1,1,0
325,326,S100FC79,E12444,,8010001114914.0,三井住友トラスト・アセットマネジメント株式会社,G05141,30.0,04A000,30.0,,,2019-06-28 09:22,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
326,327,S100G8WO,E00724,78680.0,7010401009665.0,株式会社廣済堂,,10.0,042000,135.0,,,2019-06-28 09:22,確認書,,,,,,,0,0,0,0,1,0,0
327,328,S100FMAV,E30994,,8010001036852.0,いちよしアセットマネジメント株式会社,G12664,30.0,10A000,160.0,2018-09-29,2019-09-30,2019-06-28 09:22,半期報告書（内国投資信託受益証券）－第2期(平成30年9月29日－令和1年9月30日),,,,,,,0,0,0,1,1,0,0
328,329,S100GC8P,E00456,80060.0,6040001019014.0,ユアサ・フナショク株式会社,,10.0,042000,135.0,,,2019-06-28 09:22,確認書,,,,,,,0,0,0,0,1,0,0
329,330,S100GC5F,E00494,29160.0,6060001009351.0,仙波糖化工業株式会社,,15.0,010000,235.0,,,2019-06-28 09:22,内部統制報告書－第72期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
330,331,S100GC7Q,E03310,75960.0,4010101000456.0,株式会社魚力,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-28 09:22,有価証券報告書－第35期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
331,332,S100GBEW,E14951,,,ＵＢＳオコーナー・エルエルシー,G06200,30.0,04C000,30.0,,,2019-06-28 09:22,有価証券届出書（外国投資信託受益証券）,,,,,,,0,0,0,0,1,1,0
332,333,S100GCMZ,E02093,66660.0,4090001011240.0,リバーエレテック株式会社,,15.0,010000,235.0,,,2019-06-28 09:22,内部統制報告書－第74期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
333,334,S100GCSZ,E02472,78400.0,6011101037016.0,フランスベッドホールディングス株式会社,,10.0,053000,180.0,,,2019-06-28 09:22,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
334,335,S100GCSX,E04895,96280.0,6120001079074.0,燦ホールディングス株式会社,,10.0,053000,180.0,,,2019-06-28 09:23,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
335,336,S100G9KW,E02383,79800.0,6011501017030.0,株式会社　重松製作所,,15.0,010000,235.0,,,2019-06-28 09:23,内部統制報告書－第73期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
336,337,S100G6ZC,E05201,42880.0,7010001035673.0,株式会社アズジェント,,10.0,053000,180.0,,,2019-06-28 09:23,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
337,338,S100GA57,E01426,59450.0,3080401017392.0,天龍製鋸株式会社,,15.0,010000,235.0,,,2019-06-28 09:23,内部統制報告書－第166期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
338,339,S100GBNG,E02838,74800.0,1010001003966.0,スズデン株式会社,,15.0,010000,235.0,,,2019-06-28 09:23,内部統制報告書－第67期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
339,340,S100GBJU,E03405,27630.0,7010001089380.0,株式会社エフティグループ,,10.0,053000,180.0,,,2019-06-28 09:23,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
340,341,S100GC7G,E03310,75960.0,4010101000456.0,株式会社魚力,,10.0,042000,135.0,,,2019-06-28 09:23,確認書,,,,,,,0,0,0,0,1,0,0
341,342,S100GC5K,E01704,63070.0,3120001055482.0,サンセイ株式会社,,10.0,042000,135.0,,,2019-06-28 09:23,確認書,,,,,,,0,0,0,0,1,0,0
342,343,S100FCE6,E12444,,8010001114914.0,三井住友トラスト・アセットマネジメント株式会社,G04194,30.0,10A000,160.0,2018-10-02,2019-09-30,2019-06-28 09:23,半期報告書（内国投資信託受益証券）－第15期(平成30年10月2日－令和1年9月30日),,,,,,,0,0,0,1,1,0,0
343,344,S100FMAU,E30994,,8010001036852.0,いちよしアセットマネジメント株式会社,G12664,30.0,04A000,30.0,,,2019-06-28 09:23,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
344,345,S100G8FU,E01280,56590.0,2120001093269.0,日本精線株式会社,,15.0,010000,235.0,,,2019-06-28 09:23,内部統制報告書－第89期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
345,346,S100GA99,E01681,64140.0,3160001012736.0,川重冷熱工業株式会社,,10.0,042000,135.0,,,2019-06-28 09:23,確認書,,,,,,,0,0,0,0,1,0,0
346,347,S100GADA,E01960,69570.0,8030001003917.0,株式会社芝浦電子,,15.0,010000,235.0,,,2019-06-28 09:23,内部統制報告書－第61期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
347,348,S100GBRT,E01143,52680.0,5010001034751.0,旭コンクリート工業株式会社,,15.0,010000,235.0,,,2019-06-28 09:23,内部統制報告書－第139期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
348,349,S100GC7Y,E03310,75960.0,4010101000456.0,株式会社魚力,,15.0,010000,235.0,,,2019-06-28 09:23,内部統制報告書－第35期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
349,350,S100GC1U,E03622,84180.0,5250001007270.0,株式会社山口フィナンシャルグループ,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-28 09:23,有価証券報告書－第13期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
350,351,S100GA5X,E01426,59450.0,3080401017392.0,天龍製鋸株式会社,,10.0,042000,135.0,,,2019-06-28 09:24,確認書,,,,,,,0,0,0,0,1,0,0
351,352,S100FANE,E12444,,8010001114914.0,三井住友トラスト・アセットマネジメント株式会社,G03012,30.0,04A000,30.0,,,2019-06-28 09:24,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0
352,353,S100G83B,E05657,21360.0,9020001015813.0,株式会社ヒップ,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-28 09:24,有価証券報告書－第24期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
353,354,S100GCUC,E03679,71500.0,8280001000328.0,株式会社島根銀行,,10.0,053000,180.0,,,2019-06-28 09:24,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
354,355,S100G55C,E30703,,1010001106942.0,マニュライフ・アセット・マネジメント株式会社,G11713,30.0,995000,180.0,,,2019-06-28 09:24,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
355,356,S100GCMS,E01259,54440.0,8140001059873.0,大和工業株式会社,,15.0,010000,235.0,,,2019-06-28 09:24,内部統制報告書－第100期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
356,357,S100GBNA,E02838,74800.0,1010001003966.0,スズデン株式会社,,10.0,042000,135.0,,,2019-06-28 09:24,確認書,,,,,,,0,0,0,0,1,0,0
357,358,S100GCOW,E04284,93020.0,2010401046416.0,三井倉庫ホールディングス株式会社,,10.0,053000,180.0,,,2019-06-28 09:24,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
358,359,S100G9HX,E02383,79800.0,6011501017030.0,株式会社　重松製作所,,10.0,042000,135.0,,,2019-06-28 09:24,確認書,,,,,,,0,0,0,0,1,0,0
359,360,S100G93Y,E02792,74170.0,5290001015146.0,株式会社南陽,,10.0,053000,180.0,,,2019-06-28 09:24,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
360,361,S100GC6J,E01704,63070.0,3120001055482.0,サンセイ株式会社,,15.0,010000,235.0,,,2019-06-28 09:24,内部統制報告書－第64期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
361,362,S100GCJX,E04223,90340.0,6040001057294.0,南総通運株式会社,,10.0,042000,135.0,,,2019-06-28 09:25,確認書,,,,,,,0,0,0,0,1,0,0
362,363,S100GCTU,E00017,13520.0,9010001034921.0,株式会社ホウスイ,,10.0,053000,180.0,,,2019-06-28 09:25,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
363,364,S100GCCR,E02823,74610.0,4430001023985.0,株式会社キムラ,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-28 09:25,有価証券報告書－第69期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
364,365,S100GAA0,E01681,64140.0,3160001012736.0,川重冷熱工業株式会社,,15.0,010000,235.0,,,2019-06-28 09:25,内部統制報告書－第48期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
365,366,S100GC9N,E00456,80060.0,6040001019014.0,ユアサ・フナショク株式会社,,15.0,010000,235.0,,,2019-06-28 09:25,内部統制報告書－第48期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
366,367,S100G85I,E05657,21360.0,9020001015813.0,株式会社ヒップ,,10.0,042000,135.0,,,2019-06-28 09:25,確認書,,,,,,,0,0,0,0,1,0,0
367,368,S100GCUI,E02281,77620.0,5012701004744.0,シチズン時計株式会社,,10.0,053000,180.0,,,2019-06-28 09:25,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
368,369,S100GB6S,E02561,80760.0,7180001025105.0,株式会社カノークス,,10.0,053000,180.0,,,2019-06-28 09:25,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
369,370,S100G9HV,E12882,,7010001054095.0,農林中金全共連アセットマネジメント株式会社,G08977,30.0,995000,180.0,,,2019-06-28 09:25,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
370,371,S100GCUJ,E02004,69120.0,2020001019928.0,菊水電子工業株式会社,,10.0,053000,180.0,,,2019-06-28 09:25,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
371,372,S100GCU2,E33698,,3010705001941.0,一般財団法人ＩＣ齋藤育英会,,60.0,090001,360.0,,,2019-06-28 09:25,訂正報告書（大量保有報告書・変更報告書）,E05101,,,,S100GC3G,,0,0,0,1,1,0,0
372,373,S100FC6B,E12444,,8010001114914.0,三井住友トラスト・アセットマネジメント株式会社,G03016,30.0,10A000,160.0,2018-10-02,2019-09-30,2019-06-28 09:26,半期報告書（内国投資信託受益証券）－第18期(平成30年10月2日－令和1年9月30日),,,,,,,0,0,0,1,1,0,0
373,374,S100GCKJ,E04223,90340.0,6040001057294.0,南総通運株式会社,,15.0,010000,235.0,,,2019-06-28 09:26,内部統制報告書－第110期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
374,375,S100GCUE,E30119,60850.0,7010401074016.0,アーキテクツ・スタジオ・ジャパン株式会社,,10.0,053000,180.0,,,2019-06-28 09:26,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
375,376,S100GCP5,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
376,377,S100G55S,E30703,,1010001106942.0,マニュライフ・アセット・マネジメント株式会社,G10750,30.0,995000,180.0,,,2019-06-28 09:26,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
377,378,S100G85W,E05657,21360.0,9020001015813.0,株式会社ヒップ,,15.0,010000,235.0,,,2019-06-28 09:26,内部統制報告書－第24期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
378,379,S100GCD3,E01280,56590.0,2120001093269.0,日本精線株式会社,,10.0,053000,180.0,,,2019-06-28 09:26,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
379,380,S100GC53,E03622,84180.0,5250001007270.0,株式会社山口フィナンシャルグループ,,10.0,042000,135.0,,,2019-06-28 09:26,確認書,,,,,,,0,0,0,0,1,0,0
380,381,S100GCE6,E02823,74610.0,4430001023985.0,株式会社キムラ,,15.0,010000,235.0,,,2019-06-28 09:26,内部統制報告書－第69期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
381,382,S100FANH,E12444,,8010001114914.0,三井住友トラスト・アセットマネジメント株式会社,G03013,30.0,10A000,160.0,2018-10-02,2019-09-30,2019-06-28 09:26,半期報告書（内国投資信託受益証券）－第18期(平成30年10月2日－令和1年9月30日),,,,,,,0,0,0,1,1,0,0
382,383,S100GCUA,E03669,85600.0,6350001001824.0,株式会社　宮崎太陽銀行,,10.0,042000,135.0,,,2019-06-28 09:27,確認書,,,,,,,0,0,0,0,1,0,0
383,384,S100GCCQ,E02893,75970.0,9010501009209.0,東京貴宝株式会社,,10.0,053000,180.0,,,2019-06-28 09:27,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
384,385,S100GBAM,E03913,,5120001048955.0,株式会社大阪木材会館,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-28 09:27,有価証券報告書－第48期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
385,386,S100GCDO,E02823,74610.0,4430001023985.0,株式会社キムラ,,10.0,042000,135.0,,,2019-06-28 09:27,確認書,,,,,,,0,0,0,0,1,0,0
386,387,S100GCUL,E01598,64620.0,3010001032014.0,株式会社リケン,,15.0,010000,235.0,,,2019-06-28 09:27,内部統制報告書－第95期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,0,0
387,388,S100G566,E30703,,1010001106942.0,マニュライフ・アセット・マネジメント株式会社,G11164,30.0,995000,180.0,,,2019-06-28 09:27,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0
388,389,S100G940,E33968,,,ゴーディアン・キャピタル・シンガポール・プライベート・リミテッド,,60.0,010002,350.0,,,2019-06-28 09:27,変更報告書,E33346,,,,,,0,0,0,1,1,1,0
389,390,S100G5DQ,E00252,,5011001015568.0,東邦電気工業株式会社,,10.0,030000,120.0,2018-04-01,2019-03-31,2019-06-28 09:28,有価証券報告書－第72期(平成30年4月1日－平成31年3月31日),,,,,,,0,0,0,1,1,1,0
390,391,S100GBYR,E03664,84160.0,4490001000608.0,株式会社高知銀行,,10.0,053000,180.0,,,2019-06-28 09:28,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
391,392,S100GCUM,E00786,40940.0,8010501016239.0,日本化学産業株式会社,,10.0,053000,180.0,,,2019-06-28 09:28,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0
